claim_number,age_of_driver,sex,marital_status,safety_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,police_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
184,40,F,1,81,99460,1,1,Own,85073,2019-07-17,Wednesday,Parking Lot,0,0,35,Broker,1,2686.81,11,Medium,19615.14,gray,2198,1
185,33,F,1,78,89820,1,0,Own,20142,2020-07-20,Monday,Local,1,1,99,Broker,1,3174.32,4,Medium,174136.06,white,2239,0
186,70,F,1,73,127540,1,1,Own,85030,2020-11-19,Thursday,Local,0,0,22,Broker,1,6573.13,4,Large,12405.26,white,4174,0
187,53,M,1,51,113455,1,1,Rent,15055,2020-08-22,Saturday,Local,0,0,9,Broker,1,3847.17,6,Compact,23982.38,gray,1218,0
188,41,F,1,72,100595,0,1,Rent,80109,2020-04-08,Wednesday,Local,0,0,0,Broker,0,2792.55,6,Medium,12370.06,gray,2700,0
189,35,M,0,78,92690,1,1,Rent,80011,2019-07-16,Tuesday,Local,0,0,99,Broker,1,4653.78,10,Medium,24599.65,silver,1936,0
190,37,M,0,63,95470,1,0,Rent,15009,2018-12-22,Saturday,Parking Lot,1,0,1,Broker,0,2898.65,7,Medium,32594,blue,2366,1
191,58,F,1,51,118005,0,0,Rent,80105,2020-09-03,Thursday,Local,0,0,1,Broker,1,7826.06,4,Compact,19933.19,white,1312,0
192,38,F,1,70,96805,1,1,Own,15001,2019-12-02,Monday,Local,0,0,97,Phone,0,6294.04,5,Large,9610.59,blue,4847,0
193,26,F,1,46,77925,1,0,Rent,80028,2019-02-07,Thursday,Parking Lot,0,0,51,Online,1,5670.47,5,Medium,22293.43,red,2281,0
194,68,F,1,66,126100,0,1,Rent,15012,2019-08-19,Monday,Local,1,1,97,Phone,1,2439.67,7,Medium,26014.28,white,2186,1
195,43,F,1,88,2030050,1,0,Own,85068,2019-11-13,Wednesday,Local,0,0,84,Phone,1,1694.02,5,Large,37125.67,gray,3371,0
196,33,M,1,73,89815,0,0,Rent,20109,2020-05-07,Thursday,Parking Lot,1,0,97,Broker,1,4905.85,5,Medium,43418.9,silver,2893,0
197,42,F,1,44,101820,1,1,Rent,15056,2019-10-31,Thursday,Local,0,0,0,Phone,1,4933.85,9,Large,63361.03,silver,3152,0
198,34,F,1,22,91245,1,0,Own,80025,2020-09-17,Thursday,Parking Lot,0,0,36,Broker,1,5370.85,5,Compact,8348.22,black,1419,0
199,52,F,1,76,112550,1,0,Own,85069,2020-06-11,Thursday,Local,1,1,41,Phone,0,3643.98,2,Large,13881.86,gray,4948,1
200,52,M,1,61,112615,1,0,Rent,85075,2019-03-03,Sunday,Parking Lot,0,0,21,Broker,1,3904.30,6,Compact,23699.84,red,926,0
201,43,F,0,76,103075,1,0,Own,15012,2019-04-15,Monday,Highway,0,0,94,Broker,0,6333.40,5,Medium,33814.94,red,2189,0
202,52,F,1,69,112485,0,0,Own,80013,2020-01-16,Thursday,Parking Lot,5,0,76,Phone,1,3760.11,4,Large,17243.71,white,4307,1
203,34,M,1,58,91395,1,0,Own,80021,2020-03-01,Sunday,Local,0,0,86,Broker,0,8136.22,6,Medium,9272.2,black,1518,0
204,36,F,1,88,94215,0,1,Own,50051,2019-03-31,Sunday,Local,0,0,8,Broker,0,3514.91,5,Medium,28415.47,gray,1516,0
205,32,F,1,84,88320,0,1,Rent,50021,2020-05-29,Friday,Local,0,0,90,Phone,1,5771.84,4,Medium,17289.21,silver,1975,0
206,45,M,1,86,105275,1,0,Rent,50014,2020-09-06,Sunday,Highway,0,0,83,Broker,0,2985.88,6,Large,32833.51,blue,3464,0
207,145,F,0,41,105345,1,1,Own,85005,2019-05-27,Monday,Local,0,0,74,Phone,0,4486.82,4,Large,24722.5,gray,4784,0
208,27,F,0,60,79830,1,1,Rent,15010,2019-05-06,Monday,Parking Lot,0,0,99,Online,0,2220.84,3,Medium,11626.16,black,2757,1
209,41,M,1,91,100650,1,0,Own,15057,2020-11-06,Friday,Local,0,0,76,Phone,0,4584.12,6,Compact,25179.98,red,1438,0
210,27,F,1,92,79770,1,0,Own,80034,2019-12-10,Tuesday,Local,2,0,10,Online,1,4400.85,8,Medium,14219.63,red,1687,1
211,58,M,1,82,117990,1,0,Rent,50049,2020-06-29,Monday,Highway,0,1,71,Broker,1,8642.25,6,Medium,22961.74,white,2212,0
212,64,M,1,82,122935,1,1,Own,80027,2020-01-18,Saturday,Parking Lot,0,0,10,Online,0,5410.99,3,Compact,32718.82,white,1411,0
213,32,F,1,63,88280,1,0,Rent,20142,2018-12-11,Tuesday,Highway,0,0,32,Phone,0,3856.53,3,Compact,23000.62,silver,1135,0
214,37,F,1,64,95595,1,0,Own,15014,2020-03-05,Thursday,Local,0,0,16,Broker,1,4591.74,4,Compact,20658.7,white,1227,0
215,21,F,0,61,67165,0,1,Rent,50005,2019-10-24,Thursday,Local,0,0,88,Online,0,6133.27,0,Medium,38502.35,other,2367,0
216,30,M,0,69,85070,1,1,Rent,15060,2019-11-27,Wednesday,Local,5,0,51,Online,1,7031.39,7,Large,13629.86,black,4153,0
217,55,M,1,75,115400,1,1,Own,15021,2019-05-06,Monday,Local,1,0,88,Broker,1,2134.49,6,Medium,9317.57,gray,1713,1
218,51,M,0,73,111605,1,0,Rent,50044,2020-04-30,Thursday,Parking Lot,0,0,32,Phone,1,4101.35,5,Medium,8302.88,blue,1611,0
219,34,F,0,82,91290,1,1,Rent,20113,2020-09-20,Sunday,Parking Lot,0,0,100,Broker,0,3662.77,4,Large,9686.86,silver,3569,0
220,43,M,0,65,103085,0,0,Rent,20107,2019-09-13,Friday,Parking Lot,0,0,51,Phone,0,5750.98,2,Compact,4842.46,silver,1365,0
221,30,F,1,89,85000,1,0,Rent,20119,2019-05-27,Monday,Local,0,0,3,Phone,1,2272.12,3,Medium,20147.88,silver,2444,0
222,54,F,1,30,114440,1,0,Rent,50038,2020-09-08,Tuesday,Local,1,0,24,Phone,1,3121.38,4,Medium,22710.87,red,2113,1
223,48,M,1,52,108535,0,1,Rent,20152,2019-08-23,Friday,Local,0,0,17,Phone,0,6269.61,6,Medium,15995.37,other,2172,0
224,55,F,0,91,115370,1,1,Rent,80010,2019-03-26,Tuesday,Local,0,1,70,Broker,1,3279.41,4,Large,36747.24,black,3080,0
225,46,M,0,64,106410,1,0,Own,80016,2020-11-18,Wednesday,Parking Lot,0,0,98,Broker,1,3803.25,5,Medium,19569.62,white,2671,0
226,55,M,1,50,115355,1,1,Own,20160,2019-08-31,Saturday,Local,0,0,52,Phone,1,4793.68,2,Medium,26349.4,white,1966,0
227,39,M,0,84,98230,0,1,Own,85034,2020-05-12,Tuesday,Local,0,1,50,Broker,0,3771.28,5,Medium,27568.18,gray,1682,0
228,38,M,1,90,96790,0,1,Own,20120,2020-08-27,Thursday,Parking Lot,0,0,73,Broker,0,10061.30,5,Compact,23261.13,silver,1345,0
229,47,F,1,47,107535,1,0,Rent,20111,2018-12-24,Monday,Local,0,1,93,Broker,1,4548.64,5,Medium,16515.08,white,1574,0
230,28,M,1,88,81630,1,1,Own,85078,2020-03-26,Thursday,Highway,0,0,38,Online,0,2852.05,8,Compact,42666.98,other,1382,0
231,45,F,1,82,105350,1,1,Rent,80105,2020-02-23,Sunday,Local,0,1,22,Phone,1,3567.30,6,Medium,12458.86,black,1518,0
232,37,M,1,87,95480,1,1,Own,15042,2019-08-19,Monday,Parking Lot,0,0,90,Phone,0,5340.63,5,Medium,16338.83,other,2525,0
233,58,M,1,70,118010,1,1,Rent,50037,2019-02-14,Thursday,Highway,1,0,43,Broker,0,3103.11,4,Large,21320.62,other,3157,1
234,44,F,1,85,104180,0,1,Rent,20140,2020-09-23,Wednesday,Local,2,1,16,Phone,1,8178.36,8,Medium,22390.59,red,2048,0
235,44,M,1,95,104230,1,0,Own,80015,2020-07-11,Saturday,Highway,0,0,74,Broker,1,4566.73,8,Compact,31912.25,gray,1455,0
236,36,F,1,80,94175,1,1,Rent,20135,2020-02-26,Wednesday,Local,0,1,3,Broker,1,4286.71,6,Large,16426.32,other,3366,0
237,26,F,0,64,77995,1,1,Own,85050,2019-05-18,Saturday,Local,1,0,0,Phone,1,2503.44,2,Large,17548.47,white,3585,1
238,48,M,1,91,108515,1,0,Rent,50036,2018-12-04,Tuesday,Local,0,1,64,Phone,1,4732.77,6,Large,45536.25,silver,3630,0
239,77,M,1,83,132175,1,0,Rent,80024,2019-06-07,Friday,Local,0,1,36,Phone,1,2293.34,3,Large,45498.18,red,3491,0
240,45,F,1,65,105305,0,1,Own,80018,2019-07-24,Wednesday,Local,0,0,96,Broker,1,7180.51,5,Medium,38499.82,white,2126,0
241,32,F,1,73,88315,0,0,Own,15034,2020-10-12,Monday,Parking Lot,0,0,79,Broker,1,7869.84,6,Compact,9272.21,gray,1435,0
242,124,F,1,98,73855,0,1,Own,85073,2020-10-23,Friday,Parking Lot,1,1,81,Phone,0,4401.71,6,Medium,149764.89,black,1874,1
243,38,M,0,99,96800,1,0,Own,15003,2019-07-05,Friday,Local,2,0,33,Broker,0,2390.22,6,Large,52428.79,red,3021,1
244,43,F,0,75,103080,1,1,Own,85030,2020-10-06,Tuesday,Parking Lot,1,0,35,Phone,0,11319.61,2,Medium,15503.99,black,1963,0
245,33,F,1,49,89735,1,0,Own,15046,2019-09-13,Friday,Other,0,1,93,Broker,1,2328.69,6,Compact,15764.98,blue,1049,0
246,32,M,1,63,88275,1,0,Rent,50042,2018-12-13,Thursday,Parking Lot,0,0,100,Broker,1,8119.69,11,Large,52669.18,black,3867,0
247,28,M,1,85,81625,0,0,Rent,50021,2020-10-31,Saturday,Highway,0,0,77,Online,1,6312.37,2,Medium,30812.38,black,2366,0
248,49,M,1,58,109545,1,1,Own,50047,2020-10-28,Wednesday,Local,0,0,96,Phone,1,3648.66,3,Medium,34910.4,gray,2892,0
249,43,M,1,81,103075,1,0,Own,15012,2020-07-26,Sunday,Local,2,1,21,Phone,1,3451.85,1,Large,17059.55,black,4461,1
250,53,F,1,60,113495,0,0,Own,20148,2020-11-18,Wednesday,Local,0,0,32,Phone,0,4496.82,10,Medium,32348.74,other,2982,0
251,52,M,1,93,112585,1,1,Rent,,2020-08-13,Thursday,Parking Lot,0,0,34,Broker,1,3500.87,6,Medium,21390.33,white,1673,0
252,50,F,1,76,110655,0,1,Own,20105,2019-09-10,Tuesday,Highway,0,0,51,Broker,1,7157.56,3,Large,15441.33,white,4202,0
253,28,F,0,63,81610,1,0,Rent,20165,2020-02-02,Sunday,Local,0,0,74,Online,0,1515.17,8,Large,8715.52,silver,3926,1
254,60,M,0,76,119725,1,1,Rent,20122,2020-03-20,Friday,Local,0,0,42,Broker,0,4188.28,10,Compact,21179.5,silver,924,0
255,62,M,0,42,121360,1,0,Rent,15010,2019-01-14,Monday,Parking Lot,0,0,15,Phone,1,7768.33,4,Compact,23157.79,other,1441,0
256,43,M,1,78,103015,1,0,Rent,15006,2020-07-13,Monday,Local,2,0,10,Broker,1,10155.42,7,Medium,27432.09,silver,2108,0
257,55,M,1,83,115385,1,1,Own,20156,2020-11-03,Tuesday,Highway,0,1,98,Broker,1,10081.47,8,Medium,37647.81,white,1658,0
258,37,F,1,83,95585,0,1,Own,50055,2020-01-03,Friday,Highway,0,0,89,Phone,1,7622.25,6,Medium,21344.6,blue,2783,0
259,63,F,1,67,122185,0,1,Rent,85028,2020-05-17,Sunday,Local,1,1,94,Phone,1,10465.63,4,Medium,32128.95,gray,2861,0
260,45,F,1,94,105345,0,1,Own,20107,2019-08-12,Monday,Parking Lot,0,0,58,Broker,0,5154.57,7,Medium,41002.8,other,1572,0
261,45,F,1,71,105260,0,0,Own,20132,2020-01-16,Thursday,Local,0,0,10,Phone,1,2123.46,2,Large,15690.95,silver,4978,0
262,65,M,1,83,123755,1,1,Own,20158,2020-09-03,Thursday,Highway,0,0,0,Online,0,4775.82,6,Medium,12746.57,black,2586,0
263,35,M,0,87,92735,0,0,Rent,20106,2019-05-08,Wednesday,Highway,0,1,77,Broker,1,4382.94,1,Medium,31794.87,blue,2721,0
264,45,F,1,45,2053900,1,1,Rent,80002,2019-11-18,Monday,Local,1,0,51,Broker,0,6694.55,3,Large,28491.86,silver,3872,0
265,29,F,0,55,83365,1,0,Rent,85015,2018-12-07,Friday,Local,0,0,3,Phone,0,6503.60,5,Medium,10840.19,gray,2252,0
266,62,F,0,92,121380,1,1,Rent,85077,2018-12-17,Monday,Local,2,0,6,Broker,0,7785.47,4,Large,10764.05,other,4861,0
267,28,F,0,80,81645,0,0,Rent,50047,2019-04-10,Wednesday,Local,1,1,92,Online,1,1490.59,3,Medium,24026.24,other,1691,1
268,53,F,1,68,113425,1,0,Own,85003,2020-01-01,Wednesday,Highway,0,0,73,Phone,0,6560.48,5,Large,42925.06,red,3825,0
269,41,M,1,52,100735,1,1,Rent,85005,2019-07-21,Sunday,Parking Lot,0,0,35,Broker,0,3126.50,0,Medium,27082.09,other,2532,0
270,50,M,1,59,110615,0,1,Own,80021,2020-01-03,Friday,Local,2,1,32,Phone,1,4850.01,7,Medium,25435.13,red,2355,0
271,57,F,1,89,117215,1,0,Own,50056,2019-05-07,Tuesday,Parking Lot,0,0,21,Online,0,4188.94,4,Medium,14435.83,silver,2622,0
272,72,F,1,61,2289500,1,1,Rent,80022,2019-02-04,Monday,Parking Lot,0,0,13,Broker,1,7448.36,5,Large,28575.59,black,3740,0
273,55,M,0,75,115455,0,0,Rent,50002,2019-11-28,Thursday,Local,0,0,59,Broker,1,2126.65,2,Large,16564.27,black,3419,0
274,61,M,1,92,120550,1,1,Rent,20147,2019-09-19,Thursday,Parking Lot,0,1,8,Broker,1,2652.87,6,Large,37725.99,silver,3562,1
275,50,M,1,87,110560,0,0,Rent,20158,2020-01-18,Saturday,Local,0,0,91,Phone,0,2833.54,3,Compact,25263.13,gray,1451,0
276,58,F,1,78,118005,0,1,Rent,15022,2020-02-09,Sunday,Local,0,0,43,Broker,1,7306.13,3,Medium,46255.21,red,2615,0
277,34,F,0,75,91345,1,1,Own,50056,2020-09-16,Wednesday,Parking Lot,0,0,18,Broker,1,4086.66,5,Large,40754.12,blue,3102,0
278,50,M,1,80,110505,1,0,Rent,50051,2020-02-16,Sunday,Local,0,0,32,Broker,0,8327.34,3,Medium,17975.5,silver,2478,0
279,28,M,0,90,81610,1,1,Rent,50021,2020-02-01,Saturday,Local,1,1,38,Online,1,3365.52,4,Large,29450.34,silver,3357,1
280,33,M,1,77,89845,0,0,Rent,20118,2019-04-09,Tuesday,Highway,0,1,92,Broker,1,1053.72,4,Medium,32790.56,white,2293,0
281,54,F,1,85,114540,1,0,Own,15034,2020-10-07,Wednesday,Local,2,1,2,Broker,1,3615.30,4,Compact,12551.71,silver,1414,1
282,34,F,0,69,91345,1,0,Own,85039,2020-03-06,Friday,Other,0,0,69,Online,0,4001.52,7,Medium,27205.23,black,2501,0
283,42,M,1,57,101840,0,1,Own,80014,2019-02-24,Sunday,Local,0,0,0,Broker,0,7715.45,8,Medium,26480.67,red,2276,0
284,40,M,0,59,1994850,1,1,Rent,20132,2020-04-17,Friday,Parking Lot,0,0,53,Phone,1,6007.48,6,Medium,17408.79,blue,2627,0
285,51,F,1,77,111590,0,1,Own,80022,2020-05-23,Saturday,Highway,0,1,1,Broker,1,3370.89,2,Medium,8191.06,white,1565,0
286,26,F,1,81,77955,1,1,Rent,85026,2020-08-09,Sunday,Highway,1,0,85,Online,1,4843.22,10,Large,40077.79,other,3507,0
287,34,M,0,74,91285,0,1,Own,80015,2020-05-09,Saturday,Parking Lot,1,0,86,Phone,1,2515.29,8,Medium,12294.59,gray,2456,1
288,60,M,0,71,119650,0,1,Own,20124,2019-05-14,Tuesday,Local,0,1,1,Phone,0,2026.47,5,Medium,5477.84,gray,1544,1
289,37,F,1,60,95600,1,0,Own,85017,2019-02-18,Monday,Local,2,0,76,Phone,1,7527.84,5,Medium,15105.37,other,2392,0
290,48,M,1,43,108590,1,0,Rent,85029,2020-08-24,Monday,Local,0,0,15,Broker,1,3780.11,6,Compact,28427.94,gray,1451,0
291,44,F,0,84,104140,1,0,Rent,15012,2020-05-29,Friday,Local,0,0,1,Phone,0,0.00,1,Compact,19930.92,blue,1027,1
292,144,F,1,93,104220,1,1,Rent,20112,2020-04-28,Tuesday,Highway,1,0,1,Broker,1,4758.54,2,Large,14836.96,blue,3907,0
293,52,F,1,91,112565,1,0,Own,50049,2019-07-15,Monday,Local,5,0,76,Broker,1,5499.89,5,Medium,28171.08,silver,2509,1
294,60,F,1,95,119735,1,1,Own,80022,2020-07-29,Wednesday,Local,0,1,50,Phone,1,4345.95,7,Medium,12347.38,gray,1973,0
295,52,M,1,87,112480,0,1,Own,85021,2019-05-11,Saturday,Highway,0,0,48,Broker,1,9361.87,3,Large,9206.72,gray,3373,0
296,35,M,0,92,92810,1,0,Rent,20135,2019-02-16,Saturday,Local,0,0,47,Broker,0,3836.92,4,Medium,17087.57,other,1801,0
297,38,F,1,83,96900,1,0,Own,85041,2019-06-10,Monday,Highway,0,0,17,Phone,1,2898.51,2,Medium,23832.43,silver,1985,0
298,42,M,0,78,101845,1,0,Own,80002,2020-03-22,Sunday,Highway,0,0,13,Online,1,6421.85,2,Large,28873.16,silver,3876,0
299,75,F,0,53,130810,1,1,Rent,15026,2020-05-26,Tuesday,Local,0,0,87,Broker,0,6289.58,10,Medium,11376.81,blue,2646,0
300,28,F,1,74,81650,0,1,Own,80036,2019-08-19,Monday,Highway,0,0,81,Online,0,4620.74,5,Medium,15304.83,other,2888,0
301,31,M,0,64,86705,0,1,Own,20140,2019-10-08,Tuesday,Local,0,0,62,Broker,0,4519.40,7,Medium,,white,2865,0
302,42,F,1,41,101845,1,0,Rent,85031,2020-08-24,Monday,Parking Lot,0,0,97,Broker,0,4779.24,4,Medium,24858.24,red,2925,0
303,44,F,0,84,104255,1,0,Rent,85011,2020-03-10,Tuesday,Parking Lot,0,0,25,Broker,1,2359.96,5,Medium,11821.43,other,1585,1
304,48,M,1,75,108615,1,0,Rent,50008,2019-06-25,Tuesday,Local,0,0,91,Broker,0,1597.52,4,Medium,36370.32,black,1701,0
305,43,M,1,90,103080,0,0,Own,85050,2019-08-14,Wednesday,Local,0,0,98,Broker,0,0.00,7,Medium,44363.51,gray,2250,1
306,52,M,1,82,112590,1,1,Rent,85051,2020-03-28,Saturday,Highway,0,0,2,Broker,0,2402.98,4,Large,24143.44,silver,3121,0
307,28,M,0,88,81540,1,1,Rent,20107,2019-05-02,Thursday,Local,0,0,100,Online,1,4733.05,6,Medium,40506.02,blue,1812,0
308,45,F,0,51,105360,1,1,Rent,15030,2019-09-23,Monday,Local,0,0,51,Phone,0,2980.46,4,Large,35498.16,other,3746,0
309,24,M,1,77,73975,1,1,Own,15022,2020-08-10,Monday,Parking Lot,0,0,1,Online,0,9269.24,2,Large,23971.09,gray,3223,0
310,52,M,0,86,112655,1,1,Own,85019,2019-10-05,Saturday,Highway,0,0,23,Broker,1,1663.72,4,Medium,15022.3,black,2072,0
311,32,F,0,85,88310,1,1,Own,20151,2019-06-03,Monday,Local,4,0,96,Phone,1,1755.65,6,Large,22030.23,silver,3105,1
312,43,M,1,81,103035,0,0,Own,85077,2019-05-06,Monday,Local,0,0,38,Phone,0,4186.96,5,Large,22246.31,black,3951,0
313,29,M,1,85,83300,1,1,Own,,2018-12-01,Saturday,Highway,0,0,16,Online,0,7330.11,7,Large,27448.1,black,3847,0
314,41,F,0,61,100705,1,1,Own,20101,2020-04-12,Sunday,Local,3,1,99,Broker,1,3431.22,5,Medium,22063.29,gray,2751,1
315,49,F,1,80,109615,1,0,Own,50051,2020-11-28,Saturday,Parking Lot,0,0,13,Broker,0,4665.90,7,Medium,16976.4,blue,1564,0
316,57,F,0,52,117205,0,0,Own,15035,2019-01-18,Friday,Highway,1,0,17,Broker,0,2295.99,6,Medium,39147.1,red,1535,0
317,63,F,1,89,122110,1,1,Rent,50011,2019-04-28,Sunday,Local,1,0,87,Broker,1,2837.80,11,Medium,54805.14,black,2265,1
318,31,M,1,47,86610,1,1,Own,50034,2019-04-17,Wednesday,Highway,0,0,60,Broker,1,3704.43,7,Medium,9381.54,other,1970,0
319,34,F,1,91,91270,0,1,Rent,20113,2020-03-09,Monday,Highway,0,0,0,Phone,0,5209.57,2,Medium,44130.44,gray,1991,0
320,45,F,0,86,105355,1,1,Own,85079,2020-10-13,Tuesday,Parking Lot,0,0,62,Phone,0,3885.15,8,Large,31284.85,other,3168,0
321,27,M,0,52,79820,1,1,Rent,50008,2019-02-25,Monday,Local,1,0,83,Broker,1,7887.81,5,Medium,9119.01,red,2631,0
322,37,F,1,83,95465,0,1,Rent,80016,2019-06-14,Friday,Local,4,0,77,Phone,1,3669.71,6,Medium,23063,white,1791,1
323,40,F,1,57,99365,1,1,Own,85046,2020-08-30,Sunday,Parking Lot,0,0,70,Broker,0,4506.11,3,Medium,11768.75,white,2886,0
324,62,M,1,7,121305,1,0,Rent,15050,2019-01-24,Thursday,Local,0,0,94,Phone,0,2216.74,9,Medium,17859.09,red,2463,0
325,45,M,1,64,105340,0,1,Own,20112,2020-05-20,Wednesday,Parking Lot,0,0,21,Phone,1,2790.19,6,Compact,34648.08,blue,1455,0
326,56,M,1,81,116165,0,1,Rent,15044,2020-08-04,Tuesday,Parking Lot,0,1,56,Broker,0,4530.01,6,Large,42693.62,white,3270,0
327,46,F,1,76,106410,0,1,Rent,50054,2019-01-10,Thursday,Parking Lot,0,0,73,Phone,1,4296.61,5,Medium,6906.53,black,1604,0
328,29,F,1,61,83435,0,1,Own,80035,2020-10-04,Sunday,Parking Lot,0,0,94,Online,0,8285.58,5,Large,13490.27,other,4064,0
329,36,F,0,75,94200,0,1,Own,85025,2019-04-22,Monday,Parking Lot,3,0,41,Phone,1,5196.60,7,Large,20008.35,red,4829,1
330,44,F,1,81,104240,0,1,Own,50001,2019-01-15,Tuesday,Highway,0,0,50,Broker,1,5050.36,4,Medium,29117.09,silver,1669,0
331,32,M,1,88,88265,1,1,Own,20129,2019-11-11,Monday,Local,1,0,50,Phone,1,2331.79,4,Large,14979,gray,3005,1
332,38,F,1,35,96885,1,0,Own,15021,2020-10-08,Thursday,Local,0,0,100,Phone,0,4713.89,8,Large,37420.29,blue,7741,0
333,57,M,1,86,117140,1,0,Rent,85039,2019-11-10,Sunday,Parking Lot,4,0,100,Broker,1,4239.81,7,Medium,6841.45,silver,1719,1
334,36,M,0,10,1941650,1,0,Own,85039,2019-07-27,Saturday,Local,0,0,2,Broker,0,3455.00,5,Medium,11265.35,other,2734,0
335,26,F,1,48,77805,1,1,Rent,15030,2019-03-14,Thursday,Local,0,0,32,Online,0,3808.16,2,Large,28925.49,silver,3023,0
336,42,F,1,88,101880,1,0,Own,50007,2018-12-23,Sunday,Parking Lot,4,0,95,Broker,1,10669.56,10,Large,16668.71,gray,3648,1
337,37,M,1,54,95480,1,0,Rent,50056,2020-01-12,Sunday,Local,1,1,26,Broker,1,2464.86,6,Medium,37467.41,blue,2074,1
338,34,M,1,72,91305,1,1,Rent,20124,2019-08-26,Monday,Local,0,0,50,Broker,0,2130.48,3,Compact,23029.52,white,1329,0
339,63,F,1,75,122190,1,0,Own,15001,2018-12-12,Wednesday,Local,0,1,7,Broker,1,4074.09,3,Medium,40960.09,gray,2733,0
340,25,F,1,80,75935,0,0,Rent,20152,2019-09-08,Sunday,Local,0,1,1,Online,0,4197.86,4,Medium,10466.48,silver,1520,0
341,36,F,1,85,94215,1,1,Own,85044,2019-10-18,Friday,Local,0,0,46,Broker,1,5802.35,3,Medium,20842.81,black,1866,0
342,49,M,1,82,109530,0,1,Own,50005,2020-06-10,Wednesday,Local,0,0,97,Broker,1,10255.86,7,Medium,418087.42,other,1866,0
343,50,F,1,59,110490,1,1,Own,85080,2019-05-09,Thursday,Local,3,0,50,Broker,1,6813.76,5,Medium,11221.1,blue,2907,0
344,34,M,0,66,91350,1,0,Rent,85067,2019-07-28,Sunday,Highway,0,1,7,Broker,1,2134.72,5,Medium,14714.21,other,1840,0
345,46,M,1,86,106330,1,1,Own,80030,2019-09-30,Monday,Local,0,1,30,Phone,1,4116.45,6,Medium,15857.01,other,2976,0
346,163,M,1,82,122130,1,0,Own,15054,2019-07-16,Tuesday,Highway,1,0,41,Broker,1,3713.61,3,Large,17064.28,gray,3003,1
347,24,M,1,35,1739550,1,1,Rent,50001,2018-12-14,Friday,Local,1,1,1,Online,0,4742.25,4,Large,25886.59,gray,3495,0
348,36,M,1,82,94185,0,1,Rent,50047,2020-07-31,Friday,Parking Lot,0,1,61,Broker,0,2435.57,4,Large,21792.92,black,6107,1
349,55,M,0,84,115350,0,1,Own,80010,2019-10-04,Friday,Parking Lot,1,0,94,Broker,0,5241.53,2,Large,6741.94,other,3109,1
350,50,F,1,88,110590,1,0,Own,50025,2018-12-14,Friday,Local,0,1,6,Broker,1,6073.88,3,Medium,30585.21,blue,1775,0
351,39,F,1,66,98095,1,1,Own,85039,2020-01-04,Saturday,Local,0,1,100,Broker,1,6779.33,4,Medium,18745.08,white,2700,0
352,63,M,1,90,122160,1,1,Own,20148,2020-11-11,Wednesday,Local,0,1,22,Broker,1,3091.58,6,Large,24877.86,blue,4086,0
353,45,F,1,77,105305,1,0,Own,80011,2019-12-22,Sunday,Parking Lot,0,0,100,Broker,1,2444.30,6,Medium,12448.43,red,2098,1
354,158,M,1,77,118010,0,1,Rent,20163,2019-02-06,Wednesday,Local,1,0,47,Online,0,1390.91,2,Medium,18885.22,silver,2498,1
355,59,F,1,82,118815,1,1,Rent,85015,2020-05-12,Tuesday,Parking Lot,1,0,43,Phone,1,6364.88,8,Medium,,white,2977,0
356,46,F,1,95,106465,0,0,Rent,85074,2018-12-07,Friday,Local,0,0,35,Phone,1,3826.75,4,Medium,9260.14,white,2054,0
357,33,F,1,83,89825,1,0,Rent,50054,2019-04-10,Wednesday,Local,0,1,14,Online,1,3870.40,6,Large,17928.54,gray,3398,0
358,72,F,1,80,128940,1,0,Own,20118,2020-01-16,Thursday,Local,0,0,29,Broker,1,2220.10,7,Large,20532.3,black,3532,0
359,29,F,1,89,83350,0,1,Rent,85036,2019-03-30,Saturday,Parking Lot,0,1,98,Online,1,2380.62,5,Large,3265.84,blue,3361,1
360,30,M,1,74,85060,1,1,Own,20131,2020-08-14,Friday,Local,0,0,1,Broker,1,3052.85,2,Medium,36216.6,other,1692,0
361,46,F,0,91,1,0,1,Own,15021,2020-07-11,Saturday,Parking Lot,0,0,61,Phone,1,4094.20,5,Medium,33332.71,black,2776,0
362,47,M,1,59,107535,1,0,Own,85016,2019-12-14,Saturday,Parking Lot,0,0,35,Phone,1,6561.38,5,Medium,9579.03,black,2680,0
363,47,F,1,79,107465,1,1,Own,15004,2020-01-19,Sunday,Local,0,0,51,Phone,0,4239.36,12,Medium,26726.72,red,2047,0
364,40,M,0,65,99425,0,0,Own,85030,2020-02-16,Sunday,Local,0,0,50,Broker,0,2086.50,4,Compact,7349.59,silver,1052,1
365,35,M,1,81,92785,1,0,Own,80003,2019-01-28,Monday,Local,1,1,12,Broker,1,6869.67,0,Medium,97679.65,black,1951,0
366,30,M,1,89,85045,1,0,Own,50005,2019-05-24,Friday,Highway,0,0,58,Broker,1,5488.41,4,Large,4681.36,blue,3382,0
367,49,F,0,64,109600,0,0,Own,80007,2020-05-12,Tuesday,Local,0,1,91,Broker,1,4519.64,5,Large,4630.94,other,4087,0
368,51,M,0,76,111550,0,0,Rent,15046,2019-06-23,Sunday,Highway,0,0,75,Broker,1,4804.44,4,Medium,38858.99,blue,1767,0
